year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The HRSS reported that between January and June, two journalists were killed and 128 were injured in 120 incidents of attacks on or harassment of journalists."
2024,Bangladesh,bangladesh,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Censorship by Governments, Military, Intelligence, or Police Forces, Criminal Groups, or Armed Extremist or Rebel Groups Both print and online independent media were active and expressed a variety of views; however, media outlets that criticized the previous government were pressured."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Media freedom improved significantly under the IG, although some journalists complained of implicit pressure in terms of what could be covered."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Following the change in government, media reported that journalists perceived to be supportive of the previous government were subjected to arrest and charged in criminal cases based on accusations from individuals, some of which appeared to have little factual basis, or to be acts of extortion."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"In August and September, at least four senior journalists were arrested – Farzana Rupa, Shakil Ahmed, Mozammel Babu, and Shyamal Dutta – whose coverage was viewed as supportive of Hasina and the Awami League."
2024,Bangladesh,bangladesh,Committee to Protect Journalists,international NGO,gazetteer,high,Section 2. Liberty,a. Freedom of the Press,rules,"Rupa, Ahmed, Babu, and Dutta were also among the more than two dozen journalists named in an August complaint filed with the ICT alleging they were involved in crimes against humanity and genocide during the mass protests, according to the Committee to Protect Journalists."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Rupa, Ahmed, Babu, and Dutta were also among the more than two dozen journalists named in an August complaint filed with the ICT alleging they were involved in crimes against humanity and genocide during the mass protests, according to the Committee to Protect Journalists."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Twenty- eight other journalists also were facing investigations in connection with the mass protests, it reported."
2024,Bangladesh,bangladesh,independent journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Independent journalists and media alleged that, under the previous government, intelligence services influenced media outlets in part by withholding financially important government advertising and pressing private companies to withhold their advertising."
2024,Bangladesh,bangladesh,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Independent journalists and media alleged that, under the previous government, intelligence services influenced media outlets in part by withholding financially important government advertising and pressing private companies to withhold their advertising."
2024,Bangladesh,bangladesh,nongovernmental organizations,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"WWAs were prohibited from establishing any connection to outside political parties, unions, federations, or nongovernmental organizations (NGOs)."
2024,Bangladesh,bangladesh,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"WWAs were prohibited from establishing any connection to outside political parties, unions, federations, or nongovernmental organizations (NGOs)."
2024,Bangladesh,bangladesh,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"In 2023 the government amended the Bangladesh Economic Zones Act to extend the Bangladesh Labor Act to the economic zones, which legally allowed the right to form trade unions."
2024,Bangladesh,bangladesh,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,There were no reports of any trade unions in the economic zones during the year.
2024,Bangladesh,bangladesh,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"A labor court could order the reinstatement of workers fired for trade union activity; however, reinstatement was rarely awarded."
2024,Bangladesh,bangladesh,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Labor rights organizations reported that politically affiliated factory owners interfered with the union registration process and trade union activities.
2024,Bangladesh,bangladesh,Industrial Police,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,"Following the June 2023 killing of labor organizer Shahidul Islam, in February of 2024, the Industrial Police reported the arrest of nine individuals, obtained confessional statements from key suspects, and submitted an investigation report accusing 14 individuals, all of whom were later released on bail."
2024,Bangladesh,bangladesh,activist,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"In March, labor activist Kalpona Akter and Islam’s widow filed a no-confidence petition on the investigation report, but the criminal court dismissed their petition."
2024,Bangladesh,bangladesh,ngo,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Legal limits on hours of work were routinely violated, and one labor rights NGO found 95 percent of factories did not comply with overtime limits."
2024,Bangladesh,bangladesh,human rights groups,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Human rights groups and media reported disappearances and kidnappings continued, allegedly committed by security service personnel."
2024,Bangladesh,bangladesh,civil society organizations,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Civil society organizations reported most victims of enforced disappearance were political opposition leaders, activists, and dissidents."
2024,Bangladesh,bangladesh,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Civil society organizations reported most victims of enforced disappearance were political opposition leaders, activists, and dissidents."
2024,Bangladesh,bangladesh,activist,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,Chittagong Hill Tracts Indigenous peoples activist Michael Chakma was one of those released after more than five years in secret detention.
