year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2023,Cyprus,cyprus,nongovernmental organizations,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues in the Republic of Cyprus included credible reports of: substantial interference with freedom of association of nongovernmental organizations; refoulement of asylum seekers to a country where they would face torture or persecution; and crimes involving violence or threats of violence targeting members of national or ethnic minority groups, including foreign asylum seekers."
2023,Cyprus,cyprus,nongovernmental organizations,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Turkish Cypriot nongovernmental organizations (NGOs) reported that a lack of security cameras at detention centers and the old and new “central prisons” allowed “police” officers and prison guards to abuse detainees with impunity.
2023,Cyprus,cyprus,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Turkish Cypriot nongovernmental organizations (NGOs) reported that a lack of security cameras at detention centers and the old and new “central prisons” allowed “police” officers and prison guards to abuse detainees with impunity.
2023,Cyprus,cyprus,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"NGOs further reported security cameras at the old “central prison” did not feed directly to the “ministry of interior,” allowing the possibility of potential abuse because camera footage could be revised on site or interrupted."
2023,Cyprus,cyprus,Turkish Cypriots,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In contrast with 2022, the “attorney general’s office” in the area administered by Turkish Cypriots reported no battery or excessive use of force by “police” during the year."
2023,Cyprus,cyprus,A Turkish Cypriot NGO,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"A Turkish Cypriot NGO reported that in June, a detainee in a custody cell at the Kyrenia “police station” reported being exposed to “police” violence after insisting on seeing a doctor."
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"A Turkish Cypriot NGO reported that in June, a detainee in a custody cell at the Kyrenia “police station” reported being exposed to “police” violence after insisting on seeing a doctor."
2023,Cyprus,cyprus,A Turkish Cypriot NGO,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The NGO reported widespread examples of “police” mistreatment of detainees that were not reported by “officials.” A Turkish Cypriot NGO reported it received a complaint from a political party that it was contacted by family members of six different inmates who alleged they were subjected to or witnessed mistreatment, violence, and torture in August."
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The NGO reported widespread examples of “police” mistreatment of detainees that were not reported by “officials.” A Turkish Cypriot NGO reported it received a complaint from a political party that it was contacted by family members of six different inmates who alleged they were subjected to or witnessed mistreatment, violence, and torture in August."
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The NGO also reported the investigation showed reasonable suspicion the head of the “prison administration” ordered prison “officers” to raid cells to “conduct inspections” while wearing camouflage and masks.
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The NGO claimed some of the assaulted inmates were younger than 18.
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The NGO collaborated with the Turkish Cypriot Bar Association and the Union of Doctors to request “authorities” investigate the matter and comply with the requirements of the Istanbul Protocol.
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The NGO reported no investigation was conducted.
2023,Cyprus,cyprus,Prison and Detention Center Conditions NGOs,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Prison and Detention Center Conditions NGOs reported some prison and detention centers in the ROC were grossly overcrowded.
2023,Cyprus,cyprus,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Prison and Detention Center Conditions NGOs reported some prison and detention centers in the ROC were grossly overcrowded.
2023,Cyprus,cyprus,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In the area administered by Turkish Cypriots, NGOs and media reported overcrowding was a problem throughout detention facilities."
2023,Cyprus,cyprus,an ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,An NGO reported receiving complaints regarding “police” mistreatment of detainees in “police” detention centers.
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,An NGO reported receiving complaints regarding “police” mistreatment of detainees in “police” detention centers.
2023,Cyprus,cyprus,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"An NGO that visited prisons and detention centers reported conditions were deplorable and asylum seekers complained regarding inadequate sleeping area, poor hygiene conditions, insect infestations, poor ventilation, lack of heating and cooling systems, lack of access to shower facilities, and inadequate food."
2023,Cyprus,cyprus,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In July the Turkish Cypriot Public Sector Workers’ Union (KTAMS) held a press conference to call attention to the severe shortage of guards, technical and mechanical personnel, and social services providers at the “central prison.” Sanitation was a significant problem in the old and new “central prisons,” according to NGOs, with inadequate access to water and plumbing problems."
